problem_idx,generation_accuracy,selection_accuracy,selection_precision,selection_recall,selection_f1,selection_tp,selection_tn,selection_fp,selection_fn,feature_thresholds,insufficient_data
30,0.986,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.4892096370458603), 'urm_scores': np.float64(0.7222299575805664), 'qrm_scores': np.float64(0.7725227922201157), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.7337461411952972), 'grm_scores': np.float64(0.5180322974920273), 'offset_bias_scores': np.float64(0.7708805799484253), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'grm_llama32_scores': np.float64(0.5612892508506775), 'grm_gemma_scores': np.float64(0.6555216461420059), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.5377893149852753), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5)}",False
31,0.832,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.5707448422908783), 'gpm_scores': np.float64(0.7106485366821289), 'offset_bias_scores': np.float64(0.8323247581720352), 'grm_gemma_scores': np.float64(0.7455486208200455), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'grm_llama32_scores': np.float64(0.7417808324098587), 'qrm_scores': np.float64(0.7688222825527191), 'urm_scores': np.float64(0.711095005273819), 'grm_scores': np.float64(0.7086628526449203), 'judge_gpt-4o_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.7850215435028076), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5)}",False
32,0.998,1,1.0,1.0,1.0,1,0,0,0,"{'qrm_scores': np.float64(0.6450425982475281), 'judge_gpt-4o_verdicts': np.float64(0.5), 'offset_bias_scores': np.float64(0.7811329066753387), 'grm_gemma_scores': np.float64(0.6866024732589722), 'internlm_scores': np.float64(0.2383425012230873), 'grm_llama32_scores': np.float64(0.7115572988986969), 'gpm_scores': np.float64(0.762914627790451), 'grm_scores': np.float64(0.40025127679109573), 'skyworks_scores': np.float64(0.7616087794303894), 'urm_scores': np.float64(0.628716915845871)}",False
33,0.972,0,0.0,0.0,0.0,0,0,1,1,"{'internlm_scores': np.float64(0.4180314391851425), 'grm_scores': np.float64(0.6387216150760651), 'qrm_scores': np.float64(0.6122342795133591), 'urm_scores': np.float64(0.4842379093170166), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.7724926173686981), 'offset_bias_scores': np.float64(0.8119623214006424), 'grm_llama32_scores': np.float64(0.7575525641441345), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'grm_gemma_scores': np.float64(0.818253293633461), 'gpm_scores': np.float64(0.7199343740940094), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5)}",False
34,0.976,1,1.0,1.0,1.0,1,0,0,0,"{'qrm_scores': np.float64(0.6912622451782227), 'grm_scores': np.float64(0.5168063342571259), 'offset_bias_scores': np.float64(0.7927662134170532), 'internlm_scores': np.float64(0.5707689225673676), 'skyworks_scores': np.float64(0.6655092537403107), 'grm_llama32_scores': np.float64(0.6440910398960114), 'urm_scores': np.float64(0.6824756264686584), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.6603709161281586), 'grm_gemma_scores': np.float64(0.5885699689388275), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5)}",False
35,0.996,1,1.0,1.0,1.0,1,0,0,0,"{'grm_scores': np.float64(0.46683457493782043), 'offset_bias_scores': np.float64(0.5135037004947662), 'grm_llama32_scores': np.float64(0.46978239715099335), 'qrm_scores': np.float64(0.6287886798381805), 'gpm_scores': np.float64(0.5032226145267487), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.5201895982027054), 'grm_gemma_scores': np.float64(0.5186747461557388), 'judge_gpt-4o_verdicts': np.float64(0.5), 'urm_scores': np.float64(0.4223128482699394), 'judge_llama-3.1-nemotron-70b-instruct-hf_verdicts': np.float64(0.5), 'internlm_scores': np.float64(0.19592350348830223), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5)}",False
36,0.918,1,1.0,1.0,1.0,1,0,0,0,"{'qrm_scores': np.float64(0.6712325811386108), 'grm_scores': np.float64(0.5167801678180695), 'offset_bias_scores': np.float64(0.7510191351175308), 'urm_scores': np.float64(0.6158799231052399), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.548971027135849), 'grm_llama32_scores': np.float64(0.494219571352005), 'gpm_scores': np.float64(0.5433445274829865), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'grm_gemma_scores': np.float64(0.6808728277683258), 'internlm_scores': np.float64(0.5692154765129089), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5)}",False
37,1.0,1,1.0,1.0,1.0,1,0,0,0,"{'urm_scores': np.float64(0.6131016910076141), 'qrm_scores': np.float64(0.5080381482839584), 'offset_bias_scores': np.float64(0.5332663953304291), 'grm_gemma_scores': np.float64(0.17720792442560196), 'grm_llama32_scores': np.float64(0.613808274269104), 'grm_scores': np.float64(0.4736558645963669), 'internlm_scores': np.float64(0.4837949275970459), 'gpm_scores': np.float64(0.7119861841201782), 'skyworks_scores': np.float64(0.5239410698413849), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5)}",False
38,0.862,1,1.0,1.0,1.0,1,0,0,0,"{'grm_llama32_scores': np.float64(0.6632462739944458), 'gpm_scores': np.float64(0.6619149148464203), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'internlm_scores': np.float64(0.5176897644996643), 'urm_scores': np.float64(0.7739465832710266), 'offset_bias_scores': np.float64(0.7930108904838562), 'grm_scores': np.float64(0.5984826534986496), 'skyworks_scores': np.float64(0.7325141727924347), 'grm_gemma_scores': np.float64(0.7813174277544022), 'qrm_scores': np.float64(0.8049378991127014), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5)}",False
39,0.982,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.5652301609516144), 'grm_scores': np.float64(0.5748407542705536), 'offset_bias_scores': np.float64(0.6839731484651566), 'qrm_scores': np.float64(0.6300203204154968), 'urm_scores': np.float64(0.6315267384052277), 'skyworks_scores': np.float64(0.6574074029922485), 'grm_llama32_scores': np.float64(0.7610305845737457), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'grm_gemma_scores': np.float64(0.655061811208725), 'gpm_scores': np.float64(0.7101303935050964), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5)}",False
40,0.984,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.45641064643859863), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'offset_bias_scores': np.float64(0.6313583552837372), 'qrm_scores': np.float64(0.4012310355901718), 'grm_gemma_scores': np.float64(0.5584453642368317), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'urm_scores': np.float64(0.4222400635480881), 'grm_llama32_scores': np.float64(0.5308203399181366), 'grm_scores': np.float64(0.4283533841371536), 'skyworks_scores': np.float64(0.5330698788166046), 'gpm_scores': np.float64(0.6546970009803772), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5)}",False
41,0.996,0,0.0,0.0,0.0,0,0,1,1,"{'qrm_scores': np.float64(0.315613254904747), 'gpm_scores': np.float64(0.7465026378631592), 'offset_bias_scores': np.float64(0.8009337931871414), 'urm_scores': np.float64(0.29932349920272827), 'grm_scores': np.float64(0.5567316114902496), 'judge_gpt-4o_verdicts': np.float64(0.5), 'grm_llama32_scores': np.float64(0.5512358248233795), 'skyworks_scores': np.float64(0.6606649160385132), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'internlm_scores': np.float64(0.5740014314651489), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'grm_gemma_scores': np.float64(0.6614329516887665), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5)}",False
42,1.0,0,0.0,0.0,0.0,0,1,1,0,{},True
43,0.744,1,1.0,1.0,1.0,1,0,0,0,"{'qrm_scores': np.float64(0.8179244101047516), 'gpm_scores': np.float64(0.7142857313156128), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'internlm_scores': np.float64(0.5863045006990433), 'grm_gemma_scores': np.float64(0.597014918923378), 'skyworks_scores': np.float64(0.7074561417102814), 'grm_llama32_scores': np.float64(0.6840059161186218), 'judge_gpt-4o_verdicts': np.float64(0.5), 'grm_scores': np.float64(0.7018453776836395), 'urm_scores': np.float64(0.7457038015127182), 'offset_bias_scores': np.float64(0.7585567533969879), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5)}",False
44,0.938,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.55495885014534), 'gpm_scores': np.float64(0.49229374527931213), 'offset_bias_scores': np.float64(0.7187720835208893), 'qrm_scores': np.float64(0.7123017013072968), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'grm_llama32_scores': np.float64(0.6534547060728073), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'grm_scores': np.float64(0.6099883317947388), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.6743784546852112), 'urm_scores': np.float64(0.789154052734375), 'grm_gemma_scores': np.float64(0.6519738733768463), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5)}",False
45,0.972,1,1.0,1.0,1.0,1,0,0,0,"{'qrm_scores': np.float64(0.6913048923015594), 'grm_scores': np.float64(0.6018687039613724), 'grm_gemma_scores': np.float64(0.5450043678283691), 'internlm_scores': np.float64(0.5390569865703583), 'gpm_scores': np.float64(0.5629847645759583), 'grm_llama32_scores': np.float64(0.6992739140987396), 'skyworks_scores': np.float64(0.727529764175415), 'offset_bias_scores': np.float64(0.765498086810112), 'urm_scores': np.float64(0.586993619799614), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5)}",False
46,0.978,1,1.0,1.0,1.0,1,0,0,0,"{'qrm_scores': np.float64(0.6419498026371002), 'gpm_scores': np.float64(0.4394957050681114), 'offset_bias_scores': np.float64(0.7836765050888062), 'internlm_scores': np.float64(0.47237610816955566), 'urm_scores': np.float64(0.5875314772129059), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'grm_llama32_scores': np.float64(0.48317693918943405), 'skyworks_scores': np.float64(0.6274038553237915), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'grm_scores': np.float64(0.6309967786073685), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'grm_gemma_scores': np.float64(0.683348149061203), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5)}",False
47,0.82,1,1.0,1.0,1.0,1,0,0,0,"{'qrm_scores': np.float64(0.8666055202484131), 'gpm_scores': np.float64(0.6685649156570435), 'offset_bias_scores': np.float64(0.8004095256328583), 'internlm_scores': np.float64(0.5611720681190491), 'grm_gemma_scores': np.float64(0.7934819757938385), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.7901785671710968), 'grm_llama32_scores': np.float64(0.7766584157943726), 'grm_scores': np.float64(0.762495681643486), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'urm_scores': np.float64(0.7619833052158356), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5)}",False
48,0.876,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.4746900945901871), 'grm_scores': np.float64(0.5194959491491318), 'offset_bias_scores': np.float64(0.7787561118602753), 'qrm_scores': np.float64(0.6940134018659592), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.7770242094993591), 'grm_llama32_scores': np.float64(0.5984874963760376), 'grm_gemma_scores': np.float64(0.7985384166240692), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.6816118508577347), 'urm_scores': np.float64(0.6460410058498383), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5)}",False
49,0.886,1,1.0,1.0,1.0,1,0,0,0,"{'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.635517343878746), 'offset_bias_scores': np.float64(0.6419931054115295), 'qrm_scores': np.float64(0.6914017498493195), 'internlm_scores': np.float64(0.5701257139444351), 'grm_scores': np.float64(0.45012520998716354), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'grm_llama32_scores': np.float64(0.6135144829750061), 'urm_scores': np.float64(0.5797786712646484), 'grm_gemma_scores': np.float64(0.6354426145553589), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.5771901905536652), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5)}",False
50,0.91,0,0.0,0.0,0.0,0,0,1,1,"{'internlm_scores': np.float64(0.6161452680826187), 'grm_scores': np.float64(0.7153894305229187), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'qrm_scores': np.float64(0.8293479979038239), 'grm_llama32_scores': np.float64(0.773195892572403), 'urm_scores': np.float64(0.7875923812389374), 'gpm_scores': np.float64(0.5805689692497253), 'offset_bias_scores': np.float64(0.8141448199748993), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'grm_gemma_scores': np.float64(0.708399772644043), 'skyworks_scores': np.float64(0.8042168617248535), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5)}",False
51,0.878,1,1.0,1.0,1.0,1,0,0,0,"{'qrm_scores': np.float64(0.6668641865253448), 'grm_scores': np.float64(0.40554334223270416), 'offset_bias_scores': np.float64(0.47381269186735153), 'internlm_scores': np.float64(0.41326507180929184), 'grm_gemma_scores': np.float64(0.7257036119699478), 'skyworks_scores': np.float64(0.4997713267803192), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'urm_scores': np.float64(0.5602566003799438), 'grm_llama32_scores': np.float64(0.681425079703331), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.4318642318248749), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5)}",False
52,0.988,0,0.0,0.0,0.0,0,0,1,1,"{'internlm_scores': np.float64(0.4585374593734741), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'offset_bias_scores': np.float64(0.8022072315216064), 'qrm_scores': np.float64(0.7188648879528046), 'grm_gemma_scores': np.float64(0.756164163351059), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'urm_scores': np.float64(0.7050137221813202), 'grm_scores': np.float64(0.6090933382511139), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.7785494029521942), 'judge_gpt-4o_verdicts': np.float64(0.5), 'grm_llama32_scores': np.float64(0.7316372692584991), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.6183705925941467), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5)}",False
53,0.996,0,0.0,0.0,0.0,0,0,1,1,"{'internlm_scores': np.float64(0.5233303904533386), 'gpm_scores': np.float64(0.7526019662618637), 'offset_bias_scores': np.float64(0.5901020020246506), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'grm_llama32_scores': np.float64(0.5673742741346359), 'grm_scores': np.float64(0.23306311666965485), 'qrm_scores': np.float64(0.6800273805856705), 'grm_gemma_scores': np.float64(0.47476473450660706), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.5317745804786682), 'urm_scores': np.float64(0.27478671073913574), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5)}",False
54,0.74,1,1.0,1.0,1.0,1,0,0,0,"{'qrm_scores': np.float64(0.8051579296588898), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'grm_scores': np.float64(0.6794111728668213), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'grm_gemma_scores': np.float64(0.6890506595373154), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.4302772879600525), 'grm_llama32_scores': np.float64(0.6877297461032867), 'urm_scores': np.float64(0.6989527344703674), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'internlm_scores': np.float64(0.5900909602642059), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'offset_bias_scores': np.float64(0.7864116728305817), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.7712569236755371)}",False
55,0.896,1,1.0,1.0,1.0,1,0,0,0,"{'qrm_scores': np.float64(0.8142865896224976), 'gpm_scores': np.float64(0.6282339692115784), 'grm_scores': np.float64(0.46498531103134155), 'internlm_scores': np.float64(0.6210408210754395), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'grm_llama32_scores': np.float64(0.758104532957077), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'urm_scores': np.float64(0.7572002857923508), 'offset_bias_scores': np.float64(0.782843679189682), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'grm_gemma_scores': np.float64(0.705148309469223), 'skyworks_scores': np.float64(0.8012152910232544), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5)}",False
56,0.997,0,0.0,0.0,0.0,0,0,1,1,{},True
57,0.902,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.6025045663118362), 'gpm_scores': np.float64(0.5172818899154663), 'offset_bias_scores': np.float64(0.8213016092777252), 'qrm_scores': np.float64(0.7393171191215515), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'grm_llama32_scores': np.float64(0.70150026679039), 'grm_scores': np.float64(0.7071170955896378), 'grm_gemma_scores': np.float64(0.7150386422872543), 'urm_scores': np.float64(0.59990394115448), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.7299382835626602), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5)}",False
58,0.904,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.6304723620414734), 'grm_scores': np.float64(0.6567027270793915), 'offset_bias_scores': np.float64(0.776469349861145), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.6752622425556183), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'grm_llama32_scores': np.float64(0.6660498380661011), 'qrm_scores': np.float64(0.7923931181430817), 'grm_gemma_scores': np.float64(0.8036597371101379), 'gpm_scores': np.float64(0.626524806022644), 'judge_gpt-4o_verdicts': np.float64(0.5), 'urm_scores': np.float64(0.7660403847694397), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5)}",False
59,0.966,0,0.0,0.0,0.0,0,0,1,1,"{'internlm_scores': np.float64(0.5754729807376862), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'offset_bias_scores': np.float64(0.8512714505195618), 'urm_scores': np.float64(0.7205661237239838), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.6603861749172211), 'grm_llama32_scores': np.float64(0.8144691586494446), 'judge_gpt-4o_verdicts': np.float64(0.5), 'grm_scores': np.float64(0.672428160905838), 'skyworks_scores': np.float64(0.7615187615156174), 'grm_gemma_scores': np.float64(0.7403817474842072), 'qrm_scores': np.float64(0.7751449048519135), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5)}",False
